n_tokens,n_chars,n_lines,valid_chunk
296,1014,24,True
288,996,24,True
275,992,24,True
273,981,23,True
281,989,24,True
279,1019,25,True
150,587,18,True
298,1019,23,True
293,1017,23,True
284,987,22,True
286,1009,22,True
262,949,21,True
259,960,34,True
229,849,30,True
327,1014,22,True
279,878,20,True
3,17,1,False
292,999,24,True
307,1015,23,True
300,1013,25,True
303,1019,25,True
295,997,24,True
287,994,23,True
291,986,23,True
301,1015,24,True
281,990,23,True
292,1019,22,True
288,997,21,True
280,989,21,True
284,1013,21,True
274,996,22,True
285,991,21,True
275,958,21,True
279,985,21,True
280,974,22,True
282,1010,23,True
4,25,1,False
281,965,23,True
292,1012,23,True
273,974,21,True
289,1016,21,True
286,1015,21,True
257,967,20,True
264,988,20,True
261,991,20,True
258,1001,20,True
46,182,6,False
276,1020,23,True
271,1019,23,True
279,1005,23,True
282,986,22,True
287,985,23,True
295,1004,24,True
298,992,25,True
312,1001,26,True
312,978,26,True
308,985,26,True
298,987,26,True
300,992,27,True
308,1019,27,True
311,1021,27,True
299,1008,26,True
287,977,26,True
276,969,25,True
293,1002,26,True
297,1004,26,True
307,1012,26,True
303,1017,27,True
304,1002,26,True
298,988,26,True
295,983,26,True
308,1006,26,True
308,1017,27,True
288,964,26,True
310,1021,27,True
303,1001,26,True
302,1021,26,True
282,974,24,True
288,1017,24,True
276,977,22,True
280,994,21,True
274,969,21,True
277,983,20,True
281,1006,20,True
271,957,20,True
284,1016,21,True
279,1005,20,True
266,966,19,True
271,994,19,True
258,1004,19,True
252,966,18,True
253,970,18,True
252,961,17,True
241,945,16,True
44,161,5,False
269,973,20,True
306,983,21,True
315,1018,22,True
317,1011,22,True
305,958,20,True
323,1007,21,True
323,1001,21,True
310,994,22,True
317,982,22,True
315,986,23,True
327,1018,23,True
321,1012,23,True
308,980,24,True
316,995,25,True
316,1012,25,True
327,1013,25,True
317,1012,25,True
309,1014,25,True
292,972,24,True
294,984,23,True
292,976,23,True
298,1003,23,True
303,1016,23,True
297,1000,23,True
294,1016,23,True
292,998,23,True
303,1008,24,True
310,1005,25,True
299,994,25,True
304,985,25,True
308,1011,25,True
313,1021,25,True
290,972,25,True
280,947,23,True
79,279,7,False
292,1014,22,True
283,999,23,True
41,156,3,False
309,994,22,True
298,982,22,True
300,1019,23,True
288,1014,23,True
278,985,22,True
293,1018,22,True
287,988,22,True
281,963,21,True
258,936,20,True
32,126,4,False
296,1002,20,True
298,1005,21,True
281,929,19,True
9,42,1,False
280,995,24,True
281,1001,24,True
285,1004,24,True
279,1005,24,True
287,1017,23,True
284,1019,23,True
277,1001,22,True
288,1011,23,True
287,1009,24,True
281,991,24,True
272,956,24,True
285,1008,24,True
71,286,11,False
303,998,25,True
312,1016,25,True
295,977,25,True
316,1021,26,True
312,1003,26,True
299,974,25,True
301,996,26,True
292,1000,27,True
284,1010,26,True
292,999,25,True
278,983,24,True
275,965,23,True
283,1005,22,True
268,973,21,True
30,130,5,False
285,985,23,True
283,981,23,True
279,988,23,True
277,996,23,True
282,1001,23,True
268,970,22,True
271,995,22,True
270,1001,22,True
240,934,20,True
32,136,5,False
291,1012,20,True
277,961,19,True
256,910,18,True
33,136,5,False
321,1015,24,True
312,1014,25,True
305,982,24,True
311,971,24,True
317,1000,25,True
306,985,24,True
306,990,24,True
303,1005,25,True
6,29,1,False
288,1003,21,True
285,995,22,True
286,992,23,True
293,1003,24,True
296,998,24,True
310,979,24,True
326,995,25,True
330,1002,25,True
316,975,25,True
316,970,24,True
312,1000,24,True
309,988,23,True
305,1003,24,True
284,998,24,True
272,997,24,True
264,956,23,True
255,911,21,True
33,138,5,False
297,992,23,True
4,25,1,False
314,992,24,True
312,1016,24,True
307,1009,24,True
290,1000,23,True
286,1004,23,True
287,1017,23,True
284,968,22,True
107,390,12,False
