n_tokens,n_chars,n_lines,valid_chunk
172,635,13,True
155,611,13,True
168,615,13,True
240,918,21,True
217,811,18,True
162,623,14,True
173,615,10,True
160,628,14,True
173,637,12,True
157,615,13,True
266,933,19,True
452,1661,29,True
182,822,16,True
285,1102,23,True
179,709,15,True
153,602,14,True
191,635,15,True
186,626,12,True
175,611,11,True
173,627,12,True
222,803,17,True
183,657,16,True
180,627,11,True
178,602,13,True
179,653,13,True
177,624,10,True
172,633,10,True
392,1282,30,True
173,662,15,True
180,638,12,True
185,619,11,True
188,610,14,True
178,612,10,True
495,1678,32,True
160,611,14,True
186,646,15,True
171,615,13,True
177,648,14,True
178,641,13,True
386,1468,30,True
464,1652,39,True
228,829,19,True
169,638,16,True
